Rd1,Rt1,Rs1,rho1,beta1,theta1,neighbor_alignment,Rt1_bias,Rd1_bias,theta_bias,alignment_bias,reversalProb,reversalBias,P2NP,P2NPbias,agg_id,majorAxis,minorAxis,orientation,area,eccentricity,mean_density,max_density,mass,frame,movie_id
10.0522020391618,3.93047508690614,2.8760616844704,0.0917857796624402,0.098506820000575,0.0202682254996949,0.179985945982024,0.0797910006308611,0.129636183379539,-0.00710712385111607,0.0753503214432331,0.686453576864536,0.00154283680264596,0.313546423135464,-0.0033777640679286,17,95.808109257978,67.3376395474673,1.49174048843578,4979,0.711349330879293,0.199047056885796,0.318339455137485,991.055296234377,300,1
13.4246974763419,3.57534246575342,3.62244239105838,0.0420723678839426,0.156669367516176,0.232160109459282,0.181756698760737,-0.166773755979153,-0.290204271887289,0.0242645181798058,-0.0417183376758605,0.771186440677966,-0.0320449665277252,0.228813559322034,0.108003405704555,105,23.0888351324835,21.581610465722,-1.50307620466188,387,0.355383382177903,0.127407302878964,0.135880657380831,49.306626214159,300,1
11.3211805489628,3.91851851851852,2.94798777066822,0.0740747691438465,0.026177259081812,-0.0394956484957453,0.148425675660662,0.0526108529992219,0.147522828083575,0.0252125991529123,0.321695963442194,0.723809523809524,0.038295878290333,0.276190476190476,-0.100361612071217,108,87.7748990897262,64.336758148209,-0.922714592584132,4329,0.68025617203141,0.183403124835056,0.274493727649243,793.952127410958,300,1
9.66063732294305,3.65667915106117,2.74102271690504,0.0852098028198636,0.15646424730228,-0.0555537081689341,0.180684018290229,0.151347085949617,0.208817951632905,0.041325614767552,0.130100789220222,0.665546218487395,0.0809444073293704,0.334453781512605,-0.16107530302729,110,80.9341607073104,55.1200389462678,1.39423412528277,3488,0.732238880969278,0.189966728124065,0.276660924258851,662.603947696738,300,1
8.99752734348926,3.36010362694301,2.84083786872732,0.0641607832712201,-0.0747196719228101,0.102353675168305,0.108575682391552,0.181095024989661,0.191097474841857,0.0478369247243266,0.0787909321916182,0.716216216216216,0.0510783396778613,0.283783783783784,-0.128912000139364,117,52.200035853681,38.2151148953402,-0.29946171206808,1547,0.681208113750801,0.153519948127473,0.195608817601677,237.4953597532,300,1
11.2681827522983,4.13256113256113,3.0089072122932,0.0942367291256333,0.00527153300039459,-0.09089170067091,0.12446449084973,0.110875687649401,0.294419559976232,0.0130960765339406,-0.22171613877701,0.737357259380098,0.14757285576245,0.262642740619902,-0.414303918041164,122,80.8216049477033,59.9323709357064,-1.16929392683088,3799,0.670909780113123,0.212553310872945,0.329521680733596,807.49002800632,300,1
9.53838068220436,3.70093457943925,2.91856962528682,0.0523160152652821,-0.0823689414238595,0.169379858101164,0.292411450128025,-0.0924275953101949,0.275175355456148,0.1224594717278,0.166981293291935,0.72289156626506,0.224128919860627,0.27710843373494,-0.584684138766854,127,25.4211120861856,17.676420129456,0.0700351790590082,349,0.718676973455298,0.125651417760884,0.131279228684998,43.8523447985484,300,1
9.60625346165773,3.32670807453416,3.05401002842451,0.062753886376883,-0.0206703723337847,-0.0486311477570312,0.186693781939576,0.0400796614388847,0.166743231691433,0.035794517424743,0.143432631529727,0.752738654147105,0.129874894565186,0.247261345852895,-0.395378634720598,133,54.1593645958283,44.2328781195034,1.31384251493797,1874,0.577038309707458,0.144389390145448,0.170126712114468,270.585717132569,300,1
12.4430703925762,3.99056603773585,3.19096515412865,0.0428530919880594,-0.0822669538374367,-0.00963065167178174,0.171377859771707,-0.134044433071637,-0.0846632719894214,0.0865849487461472,0.265808263482423,0.798872180451128,0.0593499975053634,0.201127819548872,-0.235735971399808,136,51.2832572667938,42.0290479866983,-0.0363559973681185,1684,0.573011734714483,0.153255746947447,0.190281481340109,258.0826778595,300,1
11.3355505775727,3.48561151079137,3.34896503301277,0.0364368443021028,-0.107040427560746,-0.200746955869538,0.1329664143713,0.00685285877370629,0.0506253307459923,0.000476266194487223,-0.471044886008337,0.802997858672377,0.0443680954485196,0.197002141327623,-0.180848215143423,141,39.7990177708554,32.570527355345,-1.32616553332,1001,0.574684352429422,0.142438252542212,0.171348441083735,142.580690794754,300,1
11.8514035295805,3.6609756097561,3.30707977916881,0.0377227849392038,0.104064038672754,0.0739163275142474,0.216038972674618,-0.00380911255045502,-0.0213644327408277,-0.0107452619559078,0.109890029673679,0.794759825327511,0.0285381030793875,0.205240174672489,-0.110509250222309,148,30.9958644683094,25.0564682180031,0.836727351358126,607,0.588659615585678,0.134527818804777,0.150579932834596,81.6583860144999,300,1
