agg_id,x_pos,y_pos,NN_dist,Area,Area_ratio_with_NN,Perimeter,AxesRatio,Solidity,EulerNumber,Ratio_area_filledarea,Eccentricity,EquivDiameter,Orientation,Ratio_eDiameter_perimeter,ave_neigh_area,ratio_area_2_ave_neigh_area,maxAreaN,ratio_area_2_max_neigh_area,min_area_N,ratio_area_2_min_neigh_area,median_area_N,ratio_area_2_median_neigh_area,sum_neigh_area,ratio_area_2_sum_neigh_area,weightSumAreaN1,weightSumAreaN2,avgWeightSumAreaN1,avgWeightSumAreaN2,EquivDiameter_over_NNdist,NNdist_over_EquivDiameter,NNdist_over_avgWeightSumAreaN2,EquivDiameter_over_avgWeightSumAreaN2,sumRadiusNeigh,avgRadiusNeigh,sumNeighborDist,avgNeighborDist,NeighborhoodArea,Ratio_area_2_NeighborhoodArea,NN_area,stable
20,273.291814946619,2694.7731316726,137.648500802218,11854.6875,2.41547277936963,394.95375,0.678411761580605,0.970080552359033,1,1,0.734681891534765,122.857058875254,-3.64607754012275,0.311066951194296,6249.375,1.8969396939694,17943.75,0.660658307210031,1968.75,6.02142857142857,3909.375,3.03237410071942,31246.875,0.379387938793879,36910.3296436629,194.130634294877,7382.06592873258,38.8261268589754,0.892541932234939,1.12039553984426,3.54525449582405,3.16428829796741,407.432033712979,81.4864067425959,823.638391029375,164.727678205875,31401.5625,0.377519032691446,4907.8125,1
21,252.289303079416,1239.07414910859,140.554938788355,8676.5625,1.10178571428571,328.15125,0.777445092728435,0.971653543307087,1,1,0.628950815082129,105.106338949495,89.5472480024482,0.320298456731447,6896.65178571429,1.25808330905913,11390.625,0.761728395061728,6103.125,1.42165898617512,7650,1.13419117647059,48276.5625,0.179726187008447,60387.3695330957,280.596901650136,8626.76707615653,40.0852716643051,0.74779541619496,1.33726414784453,3.50639855868847,2.62206876953986,603.583791346607,86.2262559066582,1057.99861647437,151.142659496339,30445.3125,0.284988452655889,7875,1
22,273.124084919473,1976.46412884334,97.2065412616456,9604.6875,5.83760683760684,347.62875,0.783408515351071,0.972934472934473,1,1,0.621507118282188,110.58511626717,63.4455516252966,0.318112688513738,4789.28571428571,2.00545302013423,12009.375,0.799765807962529,1645.3125,5.83760683760684,4345.3125,2.21035598705502,33525,0.286493288590604,55851.9066704131,217.43667888409,7978.84381005902,31.0623826977272,1.1376303984473,0.87902011177343,3.12939745181744,3.56009767001105,484.439766148261,69.205680878323,894.663241098876,127.809034442697,29995.3125,0.320206282231599,1645.3125,1
23,262.553724928367,2832.00214899714,126.10197742753,4907.8125,0.531202435312024,256.665,0.767585470856417,0.935656836461126,1,1,0.640946600685371,79.0494842054364,64.4830038152853,0.30798700331341,4733.03571428571,1.03692699490662,11854.6875,0.413997627520759,2517.1875,1.94972067039106,6229.6875,0.787810383747178,33131.25,0.148132427843803,41057.910584488,221.699531522875,5865.415797784,31.671361646125,0.626869505284846,1.59522833950202,3.98157738958339,2.49592944846147,441.718914199478,63.1027020284969,822.734786613982,117.533540944855,27154.6875,0.180735370274469,9239.0625,1
24,263.633982035928,1813.33832335329,87.1197025639132,4696.875,1.22794117647059,294.43875,0.487678856303404,0.907608695652174,1,1,0.873023099989115,77.3320566562016,-89.1192712229128,0.262642252951426,5517.1875,0.851316907391674,9604.6875,0.489019033674963,1645.3125,2.85470085470085,4331.25,1.08441558441558,33103.125,0.141886151231946,61262.5205600743,217.525173180494,10210.4200933457,36.2541955300823,0.887652900323768,1.12656647619273,2.40302401667207,2.13305123794664,483.750906125017,80.6251510208361,925.643635094994,154.273939182499,22823.4375,0.205791743684535,3825,1
25,285.930397727273,2196.56960227273,135.455257957984,7425,1.26923076923077,320.58375,0.759164143491515,0.941176470588235,1,1,0.650899226637115,97.2306722164286,71.6810818683466,0.303292578667598,6052.90178571429,1.22668436773979,11587.5,0.640776699029126,2390.625,3.10588235294118,7516.40625,0.987839101964453,42370.3125,0.175240623962828,52838.8364813981,257.389587446087,7548.40521162829,36.7699410637268,0.717806556070253,1.39313299877708,3.68385844631146,2.64429774439714,550.796362037426,78.6851945767751,979.248049975394,139.892578567913,31696.875,0.234250221827862,5850,1
26,312.140625,948.2625,150.478321519911,11250,1.51515151515152,523.50375,0.539875484374131,0.894854586129754,1,1,0.841744890909233,119.68268412043,-73.446871968462,0.228618580326177,6297.99107142857,1.78628389154705,13809.375,0.814663951120163,2320.3125,4.84848484848485,6764.0625,1.66320166320166,44085.9375,0.25518341307815,53338.1282869817,245.174415389286,7619.73261242595,35.0249164841838,0.795348345938281,1.25731071813608,4.29632206511791,3.41707264810967,559.235863255196,79.8908376078851,1103.63424518208,157.662035026012,28350,0.396825396825397,7425,1
29,318.62962962963,1427.95833333333,95.8939142335762,11390.625,15.8823529411765,384.13125,0.686456032712205,0.971223021582734,1,1,0.727171310732911,120.428377840312,-64.0884298751423,0.31350841109728,4598.4375,2.47706422018349,9225,1.23475609756098,717.1875,15.8823529411765,6426.5625,1.77242888402626,32189.0625,0.353866317169069,56090.7244357313,199.508342155143,8012.9606336759,28.5011917364491,1.25585005892006,0.796273402941053,3.36455805498621,4.22538043159441,454.819751947657,64.9742502782368,917.850664148317,131.12152344976,27900,0.408266129032258,717.1875,1
31,346.780821917808,2925.850456621,126.10197742753,9239.0625,1.88252148997135,356.745,0.867369395440701,0.929278642149929,1,1,0.497664879063042,108.459853085276,8.73953053591476,0.304026273907907,3578.90625,2.58153241650295,6229.6875,1.48306997742664,2517.1875,3.67039106145251,4528.125,2.04037267080745,21473.4375,0.430255402750491,24345.1564620842,151.269404035906,4057.52607701403,25.2115673393177,0.860096370396789,1.16266041157535,5.00175081264673,4.30198771958664,365.381637329944,60.8969395549907,726.402095079868,121.067015846645,31232.8125,0.295812696983341,4907.8125,1
35,383.752880184332,1097.04781105991,122.015111481212,6103.125,1.4914089347079,287.80125,0.595401189908071,0.939393939393939,1,1,0.803428542594831,88.1518014362826,-81.7406004974689,0.30629401865448,8133.75,0.750345781466113,11250,0.5425,4092.1875,1.4914089347079,8676.5625,0.703403565640194,40668.75,0.150069156293223,56115.9316538117,245.9681287758,11223.1863307623,49.1936257551601,0.722466261483166,1.38414768040113,2.4803032833662,1.791935440478,502.579625113991,100.515925022798,814.969234266387,162.993846853277,27421.875,0.222564102564103,4092.1875,1
36,398.963414634146,1279.01867378049,138.320781322539,9225,1.39872068230277,369.7725,0.552682321834545,0.934472934472934,1,1,0.83339201527947,108.377279907654,-70.3821340811385,0.293091779155166,6726.5625,1.37142857142857,11390.625,0.809876543209877,6103.125,1.51152073732719,7593.75,1.21481481481481,40359.375,0.228571428571429,49402.637550061,242.452973173044,8233.77292501017,40.408828862174,0.783521310907991,1.27628947174537,3.42303365916202,2.6820198199088,503.653274830288,83.9422124717147,847.616482715068,141.269413785845,29939.0625,0.308125880695162,6595.3125,1
37,388.890845070423,1978.24383802817,95.4824301278135,3993.75,1.06367041198502,217.99125,0.865511090997968,0.969283276450512,1,1,0.500889759687206,71.3091889715909,-30.0104104498897,0.32711950122581,3365.625,1.1866295264624,9604.6875,0.415812591508053,871.875,4.58064516129032,3754.6875,1.06367041198502,20193.75,0.197771587743733,28222.4493124737,163.259734996218,4703.74155207895,27.209955832703,0.746830478404622,1.33899195187668,3.50909904870392,2.62070212131275,330.520217887002,55.0867029811669,649.968837111952,108.328139518659,19800,0.201704545454545,3754.6875,1
38,389.639423076923,2283.70492788462,108.118241683556,5850,2.44705882352941,276.6375,0.722712428724971,0.954128440366973,1,1,0.691148859050244,86.3044108762739,78.0082990055363,0.311976542863039,3828.125,1.52816326530612,9182.8125,0.637059724349158,1954.6875,2.99280575539568,3754.6875,1.55805243445693,34453.125,0.169795918367347,53006.5213983756,216.069242620804,5889.6134887084,24.0076936245338,0.798240977030248,1.25275452999215,4.50348306565643,3.59486472236876,529.133349667026,58.7925944074473,1175.97041833398,130.663379814887,24482.8125,0.238943136128662,2390.625,1
39,389.403409090909,597.443181818182,91.5219359319611,3093.75,1.96428571428571,191.2575,0.801652413707252,0.973451327433628,1,1,0.597790437860406,62.76212903913,-67.6395234066415,0.328155126147367,4940.625,0.626185958254269,10335.9375,0.299319727891156,1575,1.96428571428571,5835.9375,0.530120481927711,29643.75,0.104364326375712,49873.7128243609,202.329898256505,8312.28547072681,33.7216497094175,0.685760505391718,1.45823504290143,2.71404088235937,1.86118204714055,419.424005340799,69.9040008901331,711.245148480899,118.54085808015,22640.625,0.136645962732919,1575,1
41,464.947916666667,3127.16856060606,141.170292781853,22275,17.6,664.8975,0.533327175760959,0.891891891891892,1,1,0.845909051609474,168.40846433293,-57.0502860096711,0.253284851173196,3658.25892857143,6.08896210873147,12290.625,1.81235697940503,1167.1875,19.0843373493976,3178.125,7.00884955752212,25607.8125,0.869851729818781,37481.9918401094,126.141449023805,5354.57026287278,18.0202070034006,1.19294549167768,0.838261267573647,7.83399950706519,9.34553439375858,406.152448656077,58.0217783794396,1156.73051446895,165.247216352707,26381.25,0.844349680170576,1265.625,1
